"year","experiment","population","water","plants_per_m2","sowing_doy","transplanting_doy","genotype","treatment","plot","subplot_ID","DOY","plant_number","trait","data"
2013,"density","JGI","rain_fed",400,123,134,"RIL_047","high_density",31,31025,210,4,"leaf_mass_per_plant",0.425
2013,"density","JGI","rain_fed",400,123,134,"B100","high_density",31,31026,210,4,"leaf_mass_per_plant",1.925
2013,"density","JGI","rain_fed",400,123,134,"B100","high_density",31,31027,210,4,"leaf_mass_per_plant",1.775
2013,"density","JGI","rain_fed",400,123,134,"A10","high_density",31,31028,210,3,"leaf_mass_per_plant",0.1
2013,"density","JGI","rain_fed",400,123,134,"RIL_164","high_density",31,31029,210,4,"leaf_mass_per_plant",0.125
2013,"density","JGI","rain_fed",400,123,134,"RIL_038","high_density",31,31030,210,3,"leaf_mass_per_plant",0.166666666666667
2013,"density","JGI","rain_fed",400,123,134,"RIL_018","high_density",31,31031,211,4,"leaf_mass_per_plant",0.75
2013,"density","JGI","rain_fed",400,123,134,"RIL_209","high_density",31,31032,210,2,"leaf_mass_per_plant",1.3
2013,"density","JGI","rain_fed",400,123,134,"RIL_157","high_density",31,31033,210,4,"leaf_mass_per_plant",0.45
2013,"density","JGI","rain_fed",400,123,134,"A10","high_density",31,31034,210,4,"leaf_mass_per_plant",0.15
2013,"density","JGI","rain_fed",400,123,134,"RIL_136","high_density",31,31035,210,4,"leaf_mass_per_plant",0.775
2013,"density","JGI","rain_fed",400,123,134,"RIL_093","high_density",31,31036,210,4,"leaf_mass_per_plant",0.375
2013,"density","JGI","rain_fed",400,123,134,"RIL_153","high_density",31,31037,210,4,"leaf_mass_per_plant",0.65
2013,"density","JGI","rain_fed",400,123,134,"RIL_201","high_density",31,31038,210,4,"leaf_mass_per_plant",0.8575
2013,"density","JGI","rain_fed",400,123,134,"RIL_115","high_density",31,31039,210,4,"leaf_mass_per_plant",0.35
2013,"density","JGI","rain_fed",400,123,134,"RIL_033","high_density",31,31040,211,4,"leaf_mass_per_plant",0.725
2013,"density","JGI","rain_fed",400,123,134,"RIL_206","high_density",31,31041,210,4,"leaf_mass_per_plant",0.4
2013,"density","JGI","rain_fed",400,123,134,"RIL_029","high_density",31,31042,210,4,"leaf_mass_per_plant",0.7
2013,"density","JGI","rain_fed",400,123,134,"RIL_134","high_density",31,31043,210,4,"leaf_mass_per_plant",0.775
2013,"density","JGI","rain_fed",400,123,134,"RIL_060","high_density",31,31044,210,4,"leaf_mass_per_plant",1.4
2013,"density","JGI","rain_fed",400,123,134,"RIL_016","high_density",31,31045,210,4,"leaf_mass_per_plant",0.525
2013,"density","JGI","rain_fed",400,123,134,"RIL_170","high_density",31,31046,210,4,"leaf_mass_per_plant",1.7
2013,"density","JGI","rain_fed",400,123,134,"RIL_031","high_density",31,31047,210,4,"leaf_mass_per_plant",0.225
2013,"density","JGI","rain_fed",400,123,134,"RIL_105","high_density",31,31048,210,4,"leaf_mass_per_plant",0.35
2013,"density","JGI","rain_fed",400,123,134,"RIL_163","high_density",31,31049,210,4,"leaf_mass_per_plant",0.35
2013,"density","JGI","rain_fed",400,123,134,"RIL_127","high_density",31,31050,210,4,"leaf_mass_per_plant",0.925
2013,"density","JGI","rain_fed",400,123,134,"RIL_159","high_density",31,31051,210,4,"leaf_mass_per_plant",1.225
2013,"density","JGI","rain_fed",400,123,134,"RIL_100","high_density",31,31052,210,4,"leaf_mass_per_plant",1.025
2013,"density","JGI","rain_fed",400,123,134,"RIL_109","high_density",31,31053,211,4,"leaf_mass_per_plant",0.4
2013,"density","JGI","rain_fed",400,123,134,"RIL_082","high_density",31,31054,210,4,"leaf_mass_per_plant",0.725
2013,"density","JGI","rain_fed",400,123,134,"RIL_179","high_density",31,31055,210,4,"leaf_mass_per_plant",0.325
2013,"density","JGI","rain_fed",400,123,134,"RIL_116","high_density",31,31056,210,4,"leaf_mass_per_plant",0.35
2013,"density","JGI","rain_fed",400,123,134,"RIL_125","high_density",31,31057,210,4,"leaf_mass_per_plant",0.375
2013,"density","JGI","rain_fed",400,123,134,"RIL_203","high_density",31,31058,210,4,"leaf_mass_per_plant",0.35
2013,"density","JGI","rain_fed",400,123,134,"RIL_175","high_density",31,31059,210,3,"leaf_mass_per_plant",0.566666666666667
2013,"density","JGI","rain_fed",400,123,134,"RIL_156","high_density",31,31060,210,4,"leaf_mass_per_plant",0.65
2013,"density","JGI","rain_fed",400,123,134,"RIL_142","high_density",31,31061,210,4,"leaf_mass_per_plant",0.4
2013,"density","JGI","rain_fed",400,123,134,"RIL_087","high_density",31,31062,211,4,"leaf_mass_per_plant",0.275
2013,"density","JGI","rain_fed",400,123,134,"RIL_128","high_density",31,31063,210,4,"leaf_mass_per_plant",1.05
2013,"density","JGI","rain_fed",400,123,134,"RIL_208","high_density",31,31064,210,4,"leaf_mass_per_plant",0.275
2013,"density","JGI","rain_fed",400,123,134,"RIL_185","high_density",31,31065,210,2,"leaf_mass_per_plant",1.5
2013,"density","JGI","rain_fed",400,123,134,"RIL_067","high_density",31,31066,211,3,"leaf_mass_per_plant",0.433333333333333
2013,"density","JGI","rain_fed",400,123,134,"RIL_150","high_density",31,31067,211,4,"leaf_mass_per_plant",0.45
2013,"density","JGI","rain_fed",400,123,134,"B100","high_density",31,31068,211,4,"leaf_mass_per_plant",1.225
2013,"density","JGI","rain_fed",400,123,134,"RIL_058","high_density",31,31069,210,4,"leaf_mass_per_plant",0.65
2013,"density","JGI","rain_fed",400,123,134,"RIL_171","high_density",31,31070,210,4,"leaf_mass_per_plant",0.425
2013,"density","JGI","rain_fed",400,123,134,"RIL_190","high_density",31,31071,210,4,"leaf_mass_per_plant",0.3
2013,"density","JGI","rain_fed",400,123,134,"RIL_135","high_density",31,31072,210,4,"leaf_mass_per_plant",0.375
2013,"density","JGI","rain_fed",400,123,134,"RIL_137","high_density",31,31073,210,4,"leaf_mass_per_plant",0.85
2013,"density","JGI","rain_fed",400,123,134,"RIL_183","high_density",31,31074,210,3,"leaf_mass_per_plant",1.23333333333333
2013,"density","JGI","rain_fed",400,123,134,"RIL_117","high_density",31,31075,210,4,"leaf_mass_per_plant",0.6
2013,"density","JGI","rain_fed",400,123,134,"RIL_149","high_density",31,31076,210,4,"leaf_mass_per_plant",0.4
2013,"density","JGI","rain_fed",400,123,134,"RIL_019","high_density",31,31077,210,4,"leaf_mass_per_plant",0.475
2013,"density","JGI","rain_fed",400,123,134,"RIL_084","high_density",31,31078,210,4,"leaf_mass_per_plant",0.675
2013,"density","JGI","rain_fed",400,123,134,"RIL_218","high_density",31,31079,210,4,"leaf_mass_per_plant",0.475
2013,"density","JGI","rain_fed",400,123,134,"RIL_037","high_density",31,31080,210,4,"leaf_mass_per_plant",0.725
2013,"density","JGI","rain_fed",400,123,134,"RIL_059","high_density",31,31081,210,4,"leaf_mass_per_plant",NA
2013,"density","JGI","rain_fed",400,123,134,"RIL_066","high_density",31,31082,210,4,"leaf_mass_per_plant",0.425
2013,"density","JGI","rain_fed",400,123,134,"RIL_166","high_density",31,31083,210,4,"leaf_mass_per_plant",0.25
2013,"density","JGI","rain_fed",400,123,134,"RIL_075","high_density",31,31084,210,4,"leaf_mass_per_plant",0.375
2013,"density","JGI","rain_fed",400,123,134,"RIL_160","high_density",31,31085,211,4,"leaf_mass_per_plant",0.775
2013,"density","JGI","rain_fed",400,123,134,"RIL_119","high_density",31,31086,210,4,"leaf_mass_per_plant",0.75
2013,"density","JGI","rain_fed",400,123,134,"RIL_099","high_density",31,31087,210,4,"leaf_mass_per_plant",0.975
2013,"density","JGI","rain_fed",400,123,134,"RIL_110","high_density",31,31088,211,4,"leaf_mass_per_plant",0.475
2013,"density","JGI","rain_fed",400,123,134,"RIL_061","high_density",31,31089,211,4,"leaf_mass_per_plant",2.05
2013,"density","JGI","rain_fed",400,123,134,"RIL_199","high_density",31,31090,210,4,"leaf_mass_per_plant",0.625
2013,"density","JGI","rain_fed",400,123,134,"B100","high_density",31,31091,211,4,"leaf_mass_per_plant",1.1
2013,"density","JGI","rain_fed",400,123,134,"RIL_188","high_density",31,31092,210,4,"leaf_mass_per_plant",0.425
2013,"density","JGI","rain_fed",400,123,134,"B100","high_density",31,31093,210,4,"leaf_mass_per_plant",NA
2013,"density","JGI","rain_fed",400,123,134,"A10","high_density",31,31094,211,4,"leaf_mass_per_plant",0.1
2013,"density","JGI","rain_fed",400,123,134,"RIL_189","high_density",31,31095,210,4,"leaf_mass_per_plant",0.3
2013,"density","JGI","rain_fed",400,123,134,"RIL_017","high_density",31,31096,211,4,"leaf_mass_per_plant",0.425
2013,"density","JGI","rain_fed",400,123,134,"B100","high_density",31,31097,210,4,"leaf_mass_per_plant",1.375
2013,"density","JGI","rain_fed",400,123,134,"RIL_143","high_density",31,31098,211,4,"leaf_mass_per_plant",0.425
2013,"density","JGI","rain_fed",400,123,134,"RIL_123","high_density",31,31099,211,4,"leaf_mass_per_plant",0.625
2013,"density","JGI","rain_fed",400,123,134,"RIL_098","high_density",31,31100,210,4,"leaf_mass_per_plant",0.475
2013,"density","JGI","rain_fed",400,123,134,"RIL_051","high_density",31,31101,211,4,"leaf_mass_per_plant",0.625
2013,"density","JGI","rain_fed",400,123,134,"RIL_055","high_density",31,31102,210,4,"leaf_mass_per_plant",0.45
2013,"density","JGI","rain_fed",400,123,134,"RIL_219","high_density",31,31103,211,4,"leaf_mass_per_plant",0.475
2013,"density","JGI","rain_fed",400,123,134,"RIL_148","high_density",31,31104,211,4,"leaf_mass_per_plant",0.75
2013,"density","JGI","rain_fed",400,123,134,"RIL_215","high_density",31,31105,211,4,"leaf_mass_per_plant",0.875
2013,"density","JGI","rain_fed",400,123,134,"RIL_069","high_density",31,31106,211,4,"leaf_mass_per_plant",0.525
2013,"density","JGI","rain_fed",400,123,134,"RIL_022","high_density",31,31107,211,3,"leaf_mass_per_plant",0.466666666666667
2013,"density","JGI","rain_fed",400,123,134,"RIL_168","high_density",31,31108,211,3,"leaf_mass_per_plant",0.5
2013,"density","JGI","rain_fed",400,123,134,"RIL_182","high_density",31,31109,211,4,"leaf_mass_per_plant",0.95
2013,"density","JGI","rain_fed",400,123,134,"RIL_204","high_density",31,31110,211,3,"leaf_mass_per_plant",0.433333333333333
2013,"density","JGI","rain_fed",400,123,134,"RIL_089","high_density",31,31111,211,4,"leaf_mass_per_plant",0.475
2013,"density","JGI","rain_fed",400,123,134,"RIL_176","high_density",31,31112,211,4,"leaf_mass_per_plant",0.175
2013,"density","JGI","rain_fed",400,123,134,"RIL_091","high_density",31,31113,211,4,"leaf_mass_per_plant",0.25
2013,"density","JGI","rain_fed",400,123,134,"RIL_140","high_density",31,31114,211,3,"leaf_mass_per_plant",0.4
2013,"density","JGI","rain_fed",400,123,134,"RIL_002","high_density",31,31115,211,3,"leaf_mass_per_plant",0.5
2013,"density","JGI","rain_fed",400,123,134,"RIL_211","high_density",31,31116,211,5,"leaf_mass_per_plant",0.24
2013,"density","JGI","rain_fed",400,123,134,"RIL_102","high_density",31,31117,211,3,"leaf_mass_per_plant",0.333333333333333
2013,"density","JGI","rain_fed",400,123,134,"RIL_030","high_density",31,31118,211,4,"leaf_mass_per_plant",0.65
2013,"density","JGI","rain_fed",400,123,134,"RIL_071","high_density",31,31119,211,2,"leaf_mass_per_plant",NA
2013,"density","JGI","rain_fed",400,123,134,"RIL_192","high_density",31,31120,211,3,"leaf_mass_per_plant",0.633333333333333
2013,"density","JGI","rain_fed",400,123,134,"A10","high_density",31,31121,211,4,"leaf_mass_per_plant",0.275
2013,"density","JGI","rain_fed",400,123,134,"RIL_129","high_density",31,31122,211,4,"leaf_mass_per_plant",2.075
2013,"density","JGI","rain_fed",400,123,134,"RIL_081","high_density",31,31123,211,4,"leaf_mass_per_plant",0.725
2013,"density","JGI","rain_fed",400,123,134,"RIL_152","high_density",31,31124,211,4,"leaf_mass_per_plant",0.575
2013,"density","JGI","rain_fed",400,123,134,"RIL_194","high_density",31,31125,211,4,"leaf_mass_per_plant",0.8
2013,"density","JGI","rain_fed",400,123,134,"RIL_048","high_density",31,31126,211,4,"leaf_mass_per_plant",0.375
2013,"density","JGI","rain_fed",400,123,134,"RIL_011","high_density",31,31127,210,4,"leaf_mass_per_plant",0.775
2013,"density","JGI","rain_fed",400,123,134,"RIL_104","high_density",31,31128,211,4,"leaf_mass_per_plant",1.8
2013,"density","JGI","rain_fed",400,123,134,"A10","high_density",31,31129,211,4,"leaf_mass_per_plant",0.1
2013,"density","JGI","rain_fed",400,123,134,"RIL_034","high_density",31,31130,211,4,"leaf_mass_per_plant",0.55
2013,"density","JGI","rain_fed",400,123,134,"RIL_001","high_density",31,31131,211,4,"leaf_mass_per_plant",0.55
2013,"density","JGI","rain_fed",400,123,134,"RIL_053","high_density",31,31132,211,4,"leaf_mass_per_plant",0.45
2013,"density","JGI","rain_fed",400,123,134,"B100","high_density",31,31133,211,4,"leaf_mass_per_plant",1.075
2013,"density","JGI","rain_fed",400,123,134,"RIL_167","high_density",31,31134,NA,0,"leaf_mass_per_plant",NA
2013,"density","JGI","rain_fed",400,123,134,"RIL_013","high_density",31,31135,211,4,"leaf_mass_per_plant",0.575
2013,"density","JGI","rain_fed",400,123,134,"RIL_086","high_density",31,31136,211,4,"leaf_mass_per_plant",0.575
2013,"density","JGI","rain_fed",400,123,134,"RIL_101","high_density",31,31137,211,4,"leaf_mass_per_plant",1.3
2013,"density","JGI","rain_fed",400,123,134,"RIL_056","high_density",31,31138,211,4,"leaf_mass_per_plant",0.3
2013,"density","JGI","rain_fed",400,123,134,"B100","high_density",31,31139,211,4,"leaf_mass_per_plant",0.05
2013,"density","JGI","rain_fed",400,123,134,"RIL_057","high_density",31,31140,210,3,"leaf_mass_per_plant",0.466666666666667
2013,"density","JGI","rain_fed",400,123,134,"RIL_121","high_density",31,31141,211,4,"leaf_mass_per_plant",0.6
2013,"density","JGI","rain_fed",400,123,134,"RIL_118","high_density",31,31142,211,4,"leaf_mass_per_plant",2.55
2013,"density","JGI","rain_fed",400,123,134,"RIL_113","high_density",31,31143,211,4,"leaf_mass_per_plant",0.4
2013,"density","JGI","rain_fed",400,123,134,"B100","high_density",31,31144,210,4,"leaf_mass_per_plant",1.375
2013,"density","JGI","rain_fed",400,123,134,"RIL_174","high_density",31,31145,NA,4,"leaf_mass_per_plant",1
2013,"density","JGI","rain_fed",400,123,134,"RIL_064","high_density",31,31146,210,4,"leaf_mass_per_plant",0.5
2013,"density","JGI","rain_fed",400,123,134,"RIL_161","high_density",31,31147,211,3,"leaf_mass_per_plant",1
2013,"density","JGI","rain_fed",400,123,134,"RIL_207","high_density",31,31148,211,4,"leaf_mass_per_plant",0.2
2013,"density","JGI","rain_fed",400,123,134,"RIL_139","high_density",31,31149,211,4,"leaf_mass_per_plant",0.35
2013,"density","JGI","rain_fed",400,123,134,"RIL_040","high_density",31,31150,212,4,"leaf_mass_per_plant",0.375
2013,"density","JGI","rain_fed",400,123,134,"B100","high_density",31,31151,212,4,"leaf_mass_per_plant",1.025
2013,"density","JGI","rain_fed",400,123,134,"RIL_041","high_density",31,31152,212,4,"leaf_mass_per_plant",0.35
2013,"density","JGI","rain_fed",400,123,134,"RIL_120","high_density",31,31153,212,4,"leaf_mass_per_plant",0.525
2013,"density","JGI","rain_fed",400,123,134,"RIL_217","high_density",31,31154,212,4,"leaf_mass_per_plant",0.45
2013,"density","JGI","rain_fed",400,123,134,"RIL_162","high_density",31,31155,212,4,"leaf_mass_per_plant",0.4
2013,"density","JGI","rain_fed",400,123,134,"RIL_072","high_density",31,31156,212,4,"leaf_mass_per_plant",0.475
2013,"density","JGI","rain_fed",400,123,134,"RIL_181","high_density",31,31157,213,4,"leaf_mass_per_plant",1.2
2013,"density","JGI","rain_fed",400,123,134,"RIL_014","high_density",31,31158,213,4,"leaf_mass_per_plant",0.325
2013,"density","JGI","rain_fed",400,123,134,"RIL_112","high_density",31,31159,213,4,"leaf_mass_per_plant",0.275
2013,"density","JGI","rain_fed",400,123,134,"RIL_154","high_density",31,31160,213,4,"leaf_mass_per_plant",0.425
2013,"density","JGI","rain_fed",400,123,134,"RIL_222","high_density",31,31161,212,4,"leaf_mass_per_plant",0.325
2013,"density","JGI","rain_fed",400,123,134,"A10","high_density",31,31162,213,4,"leaf_mass_per_plant",0.125
2013,"density","JGI","rain_fed",400,123,134,"RIL_169","high_density",31,31163,NA,0,"leaf_mass_per_plant",NA
2013,"density","JGI","rain_fed",400,123,134,"RIL_052","high_density",31,31164,212,4,"leaf_mass_per_plant",0.4
2013,"density","JGI","rain_fed",400,123,134,"RIL_103","high_density",31,31165,212,4,"leaf_mass_per_plant",0.425
2013,"density","JGI","rain_fed",400,123,134,"RIL_024","high_density",31,31166,212,4,"leaf_mass_per_plant",0.575
2013,"density","JGI","rain_fed",400,123,134,"RIL_092","high_density",31,31167,212,4,"leaf_mass_per_plant",0.325
2013,"density","JGI","rain_fed",400,123,134,"RIL_187","high_density",31,31168,213,3,"leaf_mass_per_plant",0.933333333333333
2013,"density","JGI","rain_fed",400,123,134,"RIL_220","high_density",31,31169,213,4,"leaf_mass_per_plant",0.15
2013,"density","JGI","rain_fed",400,123,134,"RIL_193","high_density",31,31170,213,4,"leaf_mass_per_plant",0.425
2013,"density","JGI","rain_fed",400,123,134,"RIL_172","high_density",31,31171,212,4,"leaf_mass_per_plant",0.275
2013,"density","JGI","rain_fed",400,123,134,"RIL_004","high_density",31,31172,212,4,"leaf_mass_per_plant",0.375
2013,"density","JGI","rain_fed",400,123,134,"B100","high_density",31,31173,211,4,"leaf_mass_per_plant",1.375
2013,"density","JGI","rain_fed",400,123,134,"RIL_195","high_density",31,31174,211,4,"leaf_mass_per_plant",1.625
2013,"density","JGI","rain_fed",400,123,134,"RIL_008","high_density",31,31175,211,4,"leaf_mass_per_plant",0.675
2013,"density","JGI","rain_fed",400,123,134,"RIL_043","high_density",31,31176,212,4,"leaf_mass_per_plant",0.925
2013,"density","JGI","rain_fed",400,123,134,"RIL_049","high_density",31,31177,211,4,"leaf_mass_per_plant",0.45
2013,"density","JGI","rain_fed",400,123,134,"RIL_205","high_density",31,31178,211,4,"leaf_mass_per_plant",0.5
2013,"density","JGI","rain_fed",400,123,134,"A10","high_density",31,31179,211,4,"leaf_mass_per_plant",0.15
2013,"density","JGI","rain_fed",400,123,134,"RIL_020","high_density",31,31180,211,4,"leaf_mass_per_plant",0.95
2013,"density","JGI","rain_fed",400,123,134,"RIL_027","high_density",31,31181,211,4,"leaf_mass_per_plant",0.3
2013,"density","JGI","rain_fed",400,123,134,"RIL_180","high_density",31,31182,210,4,"leaf_mass_per_plant",0.8
2013,"density","JGI","rain_fed",400,123,134,"RIL_107","high_density",31,31183,211,4,"leaf_mass_per_plant",0.3
2013,"density","JGI","rain_fed",400,123,134,"A10","high_density",31,31184,211,4,"leaf_mass_per_plant",0.15
2013,"density","JGI","rain_fed",400,123,134,"RIL_026","high_density",31,31185,211,4,"leaf_mass_per_plant",0.375
2013,"density","JGI","rain_fed",400,123,134,"RIL_184","high_density",31,31186,211,4,"leaf_mass_per_plant",0.425
2013,"density","JGI","rain_fed",400,123,134,"RIL_210","high_density",31,31187,211,4,"leaf_mass_per_plant",1.575
2013,"density","JGI","rain_fed",400,123,134,"RIL_077","high_density",31,31188,211,4,"leaf_mass_per_plant",1.225
2013,"density","JGI","rain_fed",400,123,134,"RIL_039","high_density",31,31189,211,4,"leaf_mass_per_plant",0.2
